Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Industria;Horas no trabajadas por I.T;2011T2;4,9
Industria;Horas no trabajadas por I.T;2011T1;5,2
Industria;Horas no trabajadas por I.T;2010T4;4,8
Industria;Horas no trabajadas por I.T;2010T3;4,8
Industria;Horas no trabajadas por I.T;2010T2;5,4
Industria;Horas no trabajadas por I.T;2010T1;5,6
Industria;Horas no trabajadas por I.T;2009T4;5,7
Industria;Horas no trabajadas por I.T;2009T3;5,2
Industria;Horas no trabajadas por I.T;2009T2;5,5
Industria;Horas no trabajadas por I.T;2009T1;5,6
Industria;Horas no trabajadas por I.T;2008T4;5,5
Industria;Horas no trabajadas por I.T;2008T3;5,4
Industria;Horas no trabajadas por I.T;2008T2;6,3
Industria;Horas no trabajadas por I.T;2008T1;6,5
Industria;Horas no trabajadas por maternidad;2024T4;1,2
Industria;Horas no trabajadas por maternidad;2024T3;1,3
Industria;Horas no trabajadas por maternidad;2024T2;1,3
Industria;Horas no trabajadas por maternidad;2024T1;1,2
Industria;Horas no trabajadas por maternidad;2023T4;1,2
Industria;Horas no trabajadas por maternidad;2023T3;1,3
Industria;Horas no trabajadas por maternidad;2023T2;1,2
Industria;Horas no trabajadas por maternidad;2023T1;1,2
Industria;Horas no trabajadas por maternidad;2022T4;1,2
Industria;Horas no trabajadas por maternidad;2022T3;1,4
Industria;Horas no trabajadas por maternidad;2022T2;1,2
Industria;Horas no trabajadas por maternidad;2022T1;1,3
Industria;Horas no trabajadas por maternidad;2021T4;1,3
Industria;Horas no trabajadas por maternidad;2021T3;1,3
Industria;Horas no trabajadas por maternidad;2021T2;1,2
Industria;Horas no trabajadas por maternidad;2021T1;1
Industria;Horas no trabajadas por maternidad;2020T4;1
Industria;Horas no trabajadas por maternidad;2020T3;1,1
Industria;Horas no trabajadas por maternidad;2020T2;1
Industria;Horas no trabajadas por maternidad;2020T1;0,9
Industria;Horas no trabajadas por maternidad;2019T4;0,9
Industria;Horas no trabajadas por maternidad;2019T3;0,9
Industria;Horas no trabajadas por maternidad;2019T2;0,7
Industria;Horas no trabajadas por maternidad;2019T1;0,7
Industria;Horas no trabajadas por maternidad;2018T4;0,8
Industria;Horas no trabajadas por maternidad;2018T3;0,7
Industria;Horas no trabajadas por maternidad;2018T2;0,7
Industria;Horas no trabajadas por maternidad;2018T1;0,7
Industria;Horas no trabajadas por maternidad;2017T4;0,8
Industria;Horas no trabajadas por maternidad;2017T3;0,8
Industria;Horas no trabajadas por maternidad;2017T2;0,7
Industria;Horas no trabajadas por maternidad;2017T1;0,7
Industria;Horas no trabajadas por maternidad;2016T4;0,7
Industria;Horas no trabajadas por maternidad;2016T3;0,7
Industria;Horas no trabajadas por maternidad;2016T2;0,6
Industria;Horas no trabajadas por maternidad;2016T1;0,6
Industria;Horas no trabajadas por maternidad;2015T4;0,7
Industria;Horas no trabajadas por maternidad;2015T3;0,7
Industria;Horas no trabajadas por maternidad;2015T2;0,7
Industria;Horas no trabajadas por maternidad;2015T1;0,7
Industria;Horas no trabajadas por maternidad;2014T4;0,7
Industria;Horas no trabajadas por maternidad;2014T3;0,8
Industria;Horas no trabajadas por maternidad;2014T2;0,7
Industria;Horas no trabajadas por maternidad;2014T1;0,8
Industria;Horas no trabajadas por maternidad;2013T4;0,8
Industria;Horas no trabajadas por maternidad;2013T3;0,8
Industria;Horas no trabajadas por maternidad;2013T2;0,8
Industria;Horas no trabajadas por maternidad;2013T1;0,7
Industria;Horas no trabajadas por maternidad;2012T4;0,8
Industria;Horas no trabajadas por maternidad;2012T3;0,8
Industria;Horas no trabajadas por maternidad;2012T2;0,7
Industria;Horas no trabajadas por maternidad;2012T1;0,8
Industria;Horas no trabajadas por maternidad;2011T4;0,8
Industria;Horas no trabajadas por maternidad;2011T3;0,8
Industria;Horas no trabajadas por maternidad;2011T2;0,8
Industria;Horas no trabajadas por maternidad;2011T1;0,8
Industria;Horas no trabajadas por maternidad;2010T4;0,8
Industria;Horas no trabajadas por maternidad;2010T3;0,8
Industria;Horas no trabajadas por maternidad;2010T2;0,8
Industria;Horas no trabajadas por maternidad;2010T1;0,8
Industria;Horas no trabajadas por maternidad;2009T4;0,8
Industria;Horas no trabajadas por maternidad;2009T3;0,8
Industria;Horas no trabajadas por maternidad;2009T2;0,9
Industria;Horas no trabajadas por maternidad;2009T1;0,7
Industria;Horas no trabajadas por maternidad;2008T4;0,8
Industria;Horas no trabajadas por maternidad;2008T3;0,8
Industria;Horas no trabajadas por maternidad;2008T2;0,8
Industria;Horas no trabajadas por maternidad;2008T1;0,7
Industria;Horas no trabajadas por permisos remunerados;2024T4;0,8
Industria;Horas no trabajadas por permisos remunerados;2024T3;0,7
Industria;Horas no trabajadas por permisos remunerados;2024T2;0,7
Industria;Horas no trabajadas por permisos remunerados;2024T1;0,7
Industria;Horas no trabajadas por permisos remunerados;2023T4;0,7
Industria;Horas no trabajadas por permisos remunerados;2023T3;0,6
Industria;Horas no trabajadas por permisos remunerados;2023T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2023T1;0,6
Industria;Horas no trabajadas por permisos remunerados;2022T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2022T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2022T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2022T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2021T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2021T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2021T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2021T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2020T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2020T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2020T2;1,6
Industria;Horas no trabajadas por permisos remunerados;2020T1;0,9
Industria;Horas no trabajadas por permisos remunerados;2019T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2019T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2019T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2019T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2018T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2018T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2018T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2018T1;0,6
Industria;Horas no trabajadas por permisos remunerados;2017T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2017T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2017T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2017T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2016T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2016T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2016T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2016T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2015T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2015T3;0,4
Industria;Horas no trabajadas por permisos remunerados;2015T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2015T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2014T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2014T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2014T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2014T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2013T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2013T3;0,4
Industria;Horas no trabajadas por permisos remunerados;2013T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2013T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2012T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2012T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2012T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2012T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2011T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2011T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2011T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2011T1;0,6
Industria;Horas no trabajadas por permisos remunerados;2010T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2010T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2010T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2010T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2009T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2009T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2009T2;0,5
Industria;Horas no trabajadas por permisos remunerados;2009T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2008T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2008T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2008T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2008T1;0,5
Industria;Horas no trabajadas por razones técnicas o económicas;2024T4;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2024T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2024T2;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2024T1;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2023T4;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2023T3;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2023T2;0,5
Industria;Horas no trabajadas por razones técnicas o económicas;2023T1;0,4
Industria;Horas no trabajadas por razones técnicas o económicas;2022T4;0,7
Industria;Horas no trabajadas por razones técnicas o económicas;2022T3;0,4
Industria;Horas no trabajadas por razones técnicas o económicas;2022T2;0,5
Industria;Horas no trabajadas por razones técnicas o económicas;2022T1;0,8
Industria;Horas no trabajadas por razones técnicas o económicas;2021T4;1,4
Industria;Horas no trabajadas por razones técnicas o económicas;2021T3;1,9
Industria;Horas no trabajadas por razones técnicas o económicas;2021T2;2,7
Industria;Horas no trabajadas por razones técnicas o económicas;2021T1;3,2
Industria;Horas no trabajadas por razones técnicas o económicas;2020T4;4,2
Industria;Horas no trabajadas por razones técnicas o económicas;2020T3;6,2
Industria;Horas no trabajadas por razones técnicas o económicas;2020T2;22,6
Industria;Horas no trabajadas por razones técnicas o económicas;2020T1;2,6
Industria;Horas no trabajadas por razones técnicas o económicas;2019T4;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2019T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2019T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2019T1;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2018T4;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2018T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2018T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2018T1;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2017T4;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2017T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2017T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2017T1;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2016T4;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2016T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2016T2;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2016T1;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2015T4;0,6
Industria;Horas no trabajadas por razones técnicas o económicas;2015T3;0,4
Industria;Horas no trabajadas por razones técnicas o económicas;2015T2;0,6
Industria;Horas no trabajadas por razones técnicas o económicas;2015T1;0,8
Industria;Horas no trabajadas por razones técnicas o económicas;2014T4;0,9
Industria;Horas no trabajadas por razones técnicas o económicas;2014T3;0,8
Industria;Horas no trabajadas por razones técnicas o económicas;2014T2;1
Industria;Horas no trabajadas por razones técnicas o económicas;2014T1;1,5
Industria;Horas no trabajadas por razones técnicas o económicas;2013T4;1,4
Industria;Horas no trabajadas por razones técnicas o económicas;2013T3;1,4
Industria;Horas no trabajadas por razones técnicas o económicas;2013T2;2
Industria;Horas no trabajadas por razones técnicas o económicas;2013T1;2,2
Industria;Horas no trabajadas por razones técnicas o económicas;2012T4;2,6
Industria;Horas no trabajadas por razones técnicas o económicas;2012T3;2,1
Industria;Horas no trabajadas por razones técnicas o económicas;2012T2;2,1
Industria;Horas no trabajadas por razones técnicas o económicas;2012T1;1,9
Industria;Horas no trabajadas por razones técnicas o económicas;2011T4;1,6
Industria;Horas no trabajadas por razones técnicas o económicas;2011T3;1,2
Industria;Horas no trabajadas por razones técnicas o económicas;2011T2;1,2
Industria;Horas no trabajadas por razones técnicas o económicas;2011T1;1,4
Industria;Horas no trabajadas por razones técnicas o económicas;2010T4;1,2
Industria;Horas no trabajadas por razones técnicas o económicas;2010T3;1,2
Industria;Horas no trabajadas por razones técnicas o económicas;2010T2;1,8
Industria;Horas no trabajadas por razones técnicas o económicas;2010T1;2,4
Industria;Horas no trabajadas por razones técnicas o económicas;2009T4;2,6
Industria;Horas no trabajadas por razones técnicas o económicas;2009T3;2,5
Industria;Horas no trabajadas por razones técnicas o económicas;2009T2;3,1
Industria;Horas no trabajadas por razones técnicas o económicas;2009T1;2,1
Industria;Horas no trabajadas por razones técnicas o económicas;2008T4;0,9
Industria;Horas no trabajadas por razones técnicas o económicas;2008T3;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2008T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2008T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2024T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2024T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2024T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2024T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2023T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2023T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2023T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2023T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2022T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2022T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2022T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2022T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2021T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2021T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2021T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2021T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2020T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2020T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2020T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2020T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2019T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2019T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2019T2;0,2
Industria;Horas no trabajadas por compensación horas extras;2019T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2018T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2018T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2018T2;0,2
Industria;Horas no trabajadas por compensación horas extras;2018T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2017T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2017T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2017T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2017T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2016T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2016T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2016T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2016T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2015T4;0,2
Industria;Horas no trabajadas por compensación horas extras;2015T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2015T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2015T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2014T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2014T3;0,2
Industria;Horas no trabajadas por compensación horas extras;2014T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2014T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2013T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2013T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2013T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2013T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2012T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2012T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2012T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2012T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2011T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2011T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2011T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2011T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2010T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2010T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2010T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2010T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2009T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2009T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2009T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2009T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2008T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2008T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2008T2;0,2
