Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2014T4;469,17
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2014T3;470,17
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2014T2;467,1
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2014T1;467,91
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2013T4;463,51
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2013T3;467,01
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2013T2;465,19
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2013T1;465,81
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2012T4;466,79
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2012T3;469,95
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2012T2;467,34
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2012T1;469,76
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2011T4;470,22
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2011T3;472,71
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2011T2;470,45
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2011T1;469,01
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2010T4;467,06
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2010T3;469,45
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2010T2;467,22
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2010T1;468,22
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2009T4;470,91
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2009T3;471,85
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2009T2;467,37
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2009T1;462,98
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2008T4;457,71
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2008T3;458,33
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2008T2;457,13
De 1 a 49;Servicios;Coste por cotizaciones obligatorias;2008T1;454,43
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2024T4;13,51
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2024T3;10,5
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2024T2;10,59
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2024T1;10,72
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2023T4;15,19
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2023T3;13,83
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2023T2;14,01
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2023T1;12,34
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2022T4;15,16
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2022T3;10,98
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2022T2;12,58
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2022T1;13,38
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2021T4;13,47
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2021T3;10,13
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2021T2;10,19
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2021T1;8,96
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2020T4;14,37
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2020T3;10,28
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2020T2;10,6
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2020T1;9,91
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2019T4;14,13
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2019T3;10,77
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2019T2;11,82
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2019T1;11,74
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2018T4;14,29
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2018T3;11,43
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2018T2;11,81
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2018T1;11,05
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2017T4;14,78
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2017T3;11,85
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2017T2;12,21
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2017T1;12,88
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2016T4;18,14
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2016T3;14,79
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2016T2;15,82
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2016T1;15,15
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2015T4;19,77
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2015T3;14,47
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2015T2;14,81
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2015T1;14,2
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2014T4;14,57
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2014T3;10,22
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2014T2;9,94
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2014T1;8,2
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2013T4;11,45
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2013T3;9,05
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2013T2;10,57
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2013T1;9,66
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2012T4;12,32
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2012T3;13,67
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2012T2;21,1
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2012T1;21,05
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2011T4;23,19
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2011T3;19,82
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2011T2;20,79
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2011T1;20,1
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2010T4;22,92
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2010T3;19,05
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2010T2;19,65
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2010T1;18,8
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2009T4;22,17
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2009T3;19,48
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2009T2;19,16
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2009T1;18,95
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2008T4;19,66
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2008T3;17,99
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2008T2;18,32
De 1 a 49;Servicios;Subvenciones y bonificaciones de la S.Social;2008T1;18,54
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2024T4;3.439,57
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2024T3;3.148,06
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2024T2;3.332,16
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2024T1;3.168,11
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2023T4;3.320,67
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2023T3;3.051,39
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2023T2;3.236,97
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2023T1;3.075,04
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2022T4;3.164,97
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2022T3;2.901,46
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2022T2;3.040,62
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2022T1;2.882,61
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2021T4;3.062,96
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2021T3;2.775,01
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2021T2;2.947,86
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2021T1;2.760,12
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2020T4;2.969,7
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2020T3;2.650,26
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2020T2;2.622,65
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2020T1;2.758,29
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2019T4;2.963,11
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2019T3;2.716,25
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2019T2;2.868,02
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2019T1;2.760,81
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2018T4;2.911,43
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2018T3;2.658,66
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2018T2;2.786,12
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2018T1;2.694,86
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2017T4;2.879,57
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2017T3;2.598,83
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2017T2;2.768,93
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2017T1;2.689,87
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2016T4;2.897,3
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2016T3;2.613,2
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2016T2;2.785,53
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2016T1;2.682,06
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2015T4;2.912,73
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2015T3;2.634,38
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2015T2;2.798,39
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2015T1;2.652,49
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2014T4;2.862,24
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2014T3;2.645,37
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2014T2;2.774,28
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2014T1;2.633,32
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2013T4;2.869,3
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2013T3;2.612,07
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2013T2;2.753,01
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2013T1;2.659,17
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2012T4;2.763,62
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2012T3;2.608,13
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2012T2;2.762,5
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2012T1;2.665,5
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2011T4;2.845,51
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2011T3;2.583,57
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2011T2;2.737,86
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2011T1;2.648,51
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2010T4;2.798,79
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2010T3;2.559,75
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2010T2;2.713,71
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2010T1;2.629,06
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2009T4;2.865,76
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2009T3;2.572,24
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2009T2;2.722,88
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total;2009T1;2.614,04
