Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
L Actividades inmobiliarias;No se necesita ningún trabajador;2019T3;94,8
L Actividades inmobiliarias;No se necesita ningún trabajador;2019T2;95,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2019T1;97,5
L Actividades inmobiliarias;No se necesita ningún trabajador;2018T4;95,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2018T3;96,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2018T2;96,3
L Actividades inmobiliarias;No se necesita ningún trabajador;2018T1;96,2
L Actividades inmobiliarias;No se necesita ningún trabajador;2017T4;97
L Actividades inmobiliarias;No se necesita ningún trabajador;2017T3;96,1
L Actividades inmobiliarias;No se necesita ningún trabajador;2017T2;96,1
L Actividades inmobiliarias;No se necesita ningún trabajador;2017T1;96,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2016T4;96,3
L Actividades inmobiliarias;No se necesita ningún trabajador;2016T3;95,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2016T2;94,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2016T1;96,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2015T4;95,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2015T3;95,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2015T2;95,8
L Actividades inmobiliarias;No se necesita ningún trabajador;2015T1;96,7
L Actividades inmobiliarias;No se necesita ningún trabajador;2014T4;96,6
L Actividades inmobiliarias;No se necesita ningún trabajador;2014T3;95,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2014T2;97,4
L Actividades inmobiliarias;No se necesita ningún trabajador;2014T1;94,9
L Actividades inmobiliarias;No se necesita ningún trabajador;2013T4;""
L Actividades inmobiliarias;No se necesita ningún trabajador;2013T3;95,8
L Actividades inmobiliarias;Elevado coste de contratación;2024T4;2
L Actividades inmobiliarias;Elevado coste de contratación;2024T3;2,4
L Actividades inmobiliarias;Elevado coste de contratación;2024T2;1,3
L Actividades inmobiliarias;Elevado coste de contratación;2024T1;2
L Actividades inmobiliarias;Elevado coste de contratación;2023T4;3,1
L Actividades inmobiliarias;Elevado coste de contratación;2023T3;2,5
L Actividades inmobiliarias;Elevado coste de contratación;2023T2;2,2
L Actividades inmobiliarias;Elevado coste de contratación;2023T1;2,2
L Actividades inmobiliarias;Elevado coste de contratación;2022T4;2,6
L Actividades inmobiliarias;Elevado coste de contratación;2022T3;3,1
L Actividades inmobiliarias;Elevado coste de contratación;2022T2;2,5
L Actividades inmobiliarias;Elevado coste de contratación;2022T1;2,3
L Actividades inmobiliarias;Elevado coste de contratación;2021T4;1,3
L Actividades inmobiliarias;Elevado coste de contratación;2021T3;2,5
L Actividades inmobiliarias;Elevado coste de contratación;2021T2;3,1
L Actividades inmobiliarias;Elevado coste de contratación;2021T1;1,6
L Actividades inmobiliarias;Elevado coste de contratación;2020T4;1,6
L Actividades inmobiliarias;Elevado coste de contratación;2020T3;3,3
L Actividades inmobiliarias;Elevado coste de contratación;2020T2;1,8
L Actividades inmobiliarias;Elevado coste de contratación;2020T1;2,5
L Actividades inmobiliarias;Elevado coste de contratación;2019T4;2,9
L Actividades inmobiliarias;Elevado coste de contratación;2019T3;3,8
L Actividades inmobiliarias;Elevado coste de contratación;2019T2;3,9
L Actividades inmobiliarias;Elevado coste de contratación;2019T1;2,5
L Actividades inmobiliarias;Elevado coste de contratación;2018T4;3,3
L Actividades inmobiliarias;Elevado coste de contratación;2018T3;2,1
L Actividades inmobiliarias;Elevado coste de contratación;2018T2;3,1
L Actividades inmobiliarias;Elevado coste de contratación;2018T1;2,8
L Actividades inmobiliarias;Elevado coste de contratación;2017T4;2,9
L Actividades inmobiliarias;Elevado coste de contratación;2017T3;3,2
L Actividades inmobiliarias;Elevado coste de contratación;2017T2;3,2
L Actividades inmobiliarias;Elevado coste de contratación;2017T1;2,8
L Actividades inmobiliarias;Elevado coste de contratación;2016T4;3
L Actividades inmobiliarias;Elevado coste de contratación;2016T3;4,3
L Actividades inmobiliarias;Elevado coste de contratación;2016T2;3,9
L Actividades inmobiliarias;Elevado coste de contratación;2016T1;3,3
L Actividades inmobiliarias;Elevado coste de contratación;2015T4;3,3
L Actividades inmobiliarias;Elevado coste de contratación;2015T3;3,7
L Actividades inmobiliarias;Elevado coste de contratación;2015T2;3,2
L Actividades inmobiliarias;Elevado coste de contratación;2015T1;2,3
L Actividades inmobiliarias;Elevado coste de contratación;2014T4;3
L Actividades inmobiliarias;Elevado coste de contratación;2014T3;3,7
L Actividades inmobiliarias;Elevado coste de contratación;2014T2;2,4
L Actividades inmobiliarias;Elevado coste de contratación;2014T1;4,6
L Actividades inmobiliarias;Elevado coste de contratación;2013T4;""
L Actividades inmobiliarias;Elevado coste de contratación;2013T3;3,9
L Actividades inmobiliarias;Otros;2024T4;1,1
L Actividades inmobiliarias;Otros;2024T3;1,4
L Actividades inmobiliarias;Otros;2024T2;1,1
L Actividades inmobiliarias;Otros;2024T1;0,6
L Actividades inmobiliarias;Otros;2023T4;0,5
L Actividades inmobiliarias;Otros;2023T3;1,2
L Actividades inmobiliarias;Otros;2023T2;0,3
L Actividades inmobiliarias;Otros;2023T1;1,2
L Actividades inmobiliarias;Otros;2022T4;1,7
L Actividades inmobiliarias;Otros;2022T3;2,3
L Actividades inmobiliarias;Otros;2022T2;2,1
L Actividades inmobiliarias;Otros;2022T1;2,4
L Actividades inmobiliarias;Otros;2021T4;1,6
L Actividades inmobiliarias;Otros;2021T3;0,3
L Actividades inmobiliarias;Otros;2021T2;0,3
L Actividades inmobiliarias;Otros;2021T1;0,7
L Actividades inmobiliarias;Otros;2020T4;1,4
L Actividades inmobiliarias;Otros;2020T3;1
L Actividades inmobiliarias;Otros;2020T2;1,3
L Actividades inmobiliarias;Otros;2020T1;0,7
L Actividades inmobiliarias;Otros;2019T4;0,7
L Actividades inmobiliarias;Otros;2019T3;1,4
L Actividades inmobiliarias;Otros;2019T2;0,4
L Actividades inmobiliarias;Otros;2019T1;0
L Actividades inmobiliarias;Otros;2018T4;1
L Actividades inmobiliarias;Otros;2018T3;1
L Actividades inmobiliarias;Otros;2018T2;0,6
L Actividades inmobiliarias;Otros;2018T1;1
L Actividades inmobiliarias;Otros;2017T4;0,1
L Actividades inmobiliarias;Otros;2017T3;0,7
L Actividades inmobiliarias;Otros;2017T2;0,7
L Actividades inmobiliarias;Otros;2017T1;0,6
L Actividades inmobiliarias;Otros;2016T4;0,7
L Actividades inmobiliarias;Otros;2016T3;0,1
L Actividades inmobiliarias;Otros;2016T2;1,2
L Actividades inmobiliarias;Otros;2016T1;0,3
L Actividades inmobiliarias;Otros;2015T4;1,3
L Actividades inmobiliarias;Otros;2015T3;0,7
L Actividades inmobiliarias;Otros;2015T2;1
L Actividades inmobiliarias;Otros;2015T1;1
L Actividades inmobiliarias;Otros;2014T4;0,4
L Actividades inmobiliarias;Otros;2014T3;0,4
L Actividades inmobiliarias;Otros;2014T2;0,2
L Actividades inmobiliarias;Otros;2014T1;0,6
L Actividades inmobiliarias;Otros;2013T4;""
L Actividades inmobiliarias;Otros;2013T3;0,3
M Actividades profesionales, científicas y técnicas;Total;2024T4;100
M Actividades profesionales, científicas y técnicas;Total;2024T3;100
M Actividades profesionales, científicas y técnicas;Total;2024T2;100
M Actividades profesionales, científicas y técnicas;Total;2024T1;100
M Actividades profesionales, científicas y técnicas;Total;2023T4;100
M Actividades profesionales, científicas y técnicas;Total;2023T3;100
M Actividades profesionales, científicas y técnicas;Total;2023T2;100
M Actividades profesionales, científicas y técnicas;Total;2023T1;100
M Actividades profesionales, científicas y técnicas;Total;2022T4;100
M Actividades profesionales, científicas y técnicas;Total;2022T3;100
M Actividades profesionales, científicas y técnicas;Total;2022T2;100
M Actividades profesionales, científicas y técnicas;Total;2022T1;100
M Actividades profesionales, científicas y técnicas;Total;2021T4;100
M Actividades profesionales, científicas y técnicas;Total;2021T3;100
M Actividades profesionales, científicas y técnicas;Total;2021T2;100
M Actividades profesionales, científicas y técnicas;Total;2021T1;100
M Actividades profesionales, científicas y técnicas;Total;2020T4;100
M Actividades profesionales, científicas y técnicas;Total;2020T3;100
M Actividades profesionales, científicas y técnicas;Total;2020T2;100
M Actividades profesionales, científicas y técnicas;Total;2020T1;100
M Actividades profesionales, científicas y técnicas;Total;2019T4;100
M Actividades profesionales, científicas y técnicas;Total;2019T3;100
M Actividades profesionales, científicas y técnicas;Total;2019T2;100
M Actividades profesionales, científicas y técnicas;Total;2019T1;100
M Actividades profesionales, científicas y técnicas;Total;2018T4;100
M Actividades profesionales, científicas y técnicas;Total;2018T3;100
M Actividades profesionales, científicas y técnicas;Total;2018T2;100
M Actividades profesionales, científicas y técnicas;Total;2018T1;100
M Actividades profesionales, científicas y técnicas;Total;2017T4;100
M Actividades profesionales, científicas y técnicas;Total;2017T3;100
M Actividades profesionales, científicas y técnicas;Total;2017T2;100
M Actividades profesionales, científicas y técnicas;Total;2017T1;100
M Actividades profesionales, científicas y técnicas;Total;2016T4;100
M Actividades profesionales, científicas y técnicas;Total;2016T3;100
M Actividades profesionales, científicas y técnicas;Total;2016T2;100
M Actividades profesionales, científicas y técnicas;Total;2016T1;100
M Actividades profesionales, científicas y técnicas;Total;2015T4;100
M Actividades profesionales, científicas y técnicas;Total;2015T3;100
M Actividades profesionales, científicas y técnicas;Total;2015T2;100
M Actividades profesionales, científicas y técnicas;Total;2015T1;100
M Actividades profesionales, científicas y técnicas;Total;2014T4;100
M Actividades profesionales, científicas y técnicas;Total;2014T3;100
M Actividades profesionales, científicas y técnicas;Total;2014T2;100
M Actividades profesionales, científicas y técnicas;Total;2014T1;100
M Actividades profesionales, científicas y técnicas;Total;2013T4;""
M Actividades profesionales, científicas y técnicas;Total;2013T3;100
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2024T4;91,2
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2024T3;91
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2024T2;91,5
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2024T1;90,5
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2023T4;91,6
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2023T3;93,1
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2023T2;91,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2023T1;93,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2022T4;94,2
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2022T3;93,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2022T2;93,9
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2022T1;93,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2021T4;94,4
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2021T3;94,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2021T2;93,6
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2021T1;94,4
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2020T4;94,5
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2020T3;93,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2020T2;94,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2020T1;94
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2019T4;93,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2019T3;93,7
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2019T2;94
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2019T1;92,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2018T4;94,2
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2018T3;93,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2018T2;94,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2018T1;94,3
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2017T4;93
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2017T3;93,4
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2017T2;92,5
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2017T1;94,9
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2016T4;94,6
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2016T3;93,6
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2016T2;94,7
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2016T1;94,9
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2015T4;94,1
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2015T3;93,8
M Actividades profesionales, científicas y técnicas;No se necesita ningún trabajador;2015T2;94,2
