Actividad económica CNAE-09;Clase de indicador;Periodo;Total
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2013T1;58.660,57
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2012T4;42.495,62
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2012T3;39.814,25
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2012T2;44.556,35
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2012T1;48.961,57
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2011T4;66.946,95
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2011T3;84.848,64
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2011T2;128.211,4
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2011T1;96.922,57
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2010T4;61.224,47
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2010T3;77.202,27
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2010T2;56.291,79
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2010T1;23.866,07
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2009T4;26.012,86
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2009T3;44.865,3
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2009T2;31.666,25
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2009T1;24.592,13
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2008T4;29.929,18
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2008T3;15.267,36
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2008T2;37.563,08
K Actividades financieras y de seguros;Coste indemnización por trabajador despedido;2008T1;24.357,81
L Actividades inmobiliarias;Percepciones por día de IT;2024T4;17,05
L Actividades inmobiliarias;Percepciones por día de IT;2024T3;11,29
L Actividades inmobiliarias;Percepciones por día de IT;2024T2;15,06
L Actividades inmobiliarias;Percepciones por día de IT;2024T1;16,45
L Actividades inmobiliarias;Percepciones por día de IT;2023T4;16,12
L Actividades inmobiliarias;Percepciones por día de IT;2023T3;12,21
L Actividades inmobiliarias;Percepciones por día de IT;2023T2;13,23
L Actividades inmobiliarias;Percepciones por día de IT;2023T1;14,46
L Actividades inmobiliarias;Percepciones por día de IT;2022T4;10,88
L Actividades inmobiliarias;Percepciones por día de IT;2022T3;20,32
L Actividades inmobiliarias;Percepciones por día de IT;2022T2;13,76
L Actividades inmobiliarias;Percepciones por día de IT;2022T1;15,73
L Actividades inmobiliarias;Percepciones por día de IT;2021T4;13,52
L Actividades inmobiliarias;Percepciones por día de IT;2021T3;12,78
L Actividades inmobiliarias;Percepciones por día de IT;2021T2;13,39
L Actividades inmobiliarias;Percepciones por día de IT;2021T1;13,5
L Actividades inmobiliarias;Percepciones por día de IT;2020T4;10,76
L Actividades inmobiliarias;Percepciones por día de IT;2020T3;10,1
L Actividades inmobiliarias;Percepciones por día de IT;2020T2;12,97
L Actividades inmobiliarias;Percepciones por día de IT;2020T1;19,09
L Actividades inmobiliarias;Percepciones por día de IT;2019T4;16,62
L Actividades inmobiliarias;Percepciones por día de IT;2019T3;12,55
L Actividades inmobiliarias;Percepciones por día de IT;2019T2;13,77
L Actividades inmobiliarias;Percepciones por día de IT;2019T1;31,24
L Actividades inmobiliarias;Percepciones por día de IT;2018T4;15,3
L Actividades inmobiliarias;Percepciones por día de IT;2018T3;13,69
L Actividades inmobiliarias;Percepciones por día de IT;2018T2;9,91
L Actividades inmobiliarias;Percepciones por día de IT;2018T1;15,99
L Actividades inmobiliarias;Percepciones por día de IT;2017T4;11,81
L Actividades inmobiliarias;Percepciones por día de IT;2017T3;15,56
L Actividades inmobiliarias;Percepciones por día de IT;2017T2;12,96
L Actividades inmobiliarias;Percepciones por día de IT;2017T1;13,05
L Actividades inmobiliarias;Percepciones por día de IT;2016T4;19,17
L Actividades inmobiliarias;Percepciones por día de IT;2016T3;21,18
L Actividades inmobiliarias;Percepciones por día de IT;2016T2;11,09
L Actividades inmobiliarias;Percepciones por día de IT;2016T1;15,49
L Actividades inmobiliarias;Percepciones por día de IT;2015T4;13,61
L Actividades inmobiliarias;Percepciones por día de IT;2015T3;10,32
L Actividades inmobiliarias;Percepciones por día de IT;2015T2;13,5
L Actividades inmobiliarias;Percepciones por día de IT;2015T1;12,38
L Actividades inmobiliarias;Percepciones por día de IT;2014T4;15,8
L Actividades inmobiliarias;Percepciones por día de IT;2014T3;11,3
L Actividades inmobiliarias;Percepciones por día de IT;2014T2;10,8
L Actividades inmobiliarias;Percepciones por día de IT;2014T1;13,7
L Actividades inmobiliarias;Percepciones por día de IT;2013T4;13,61
L Actividades inmobiliarias;Percepciones por día de IT;2013T3;14,87
L Actividades inmobiliarias;Percepciones por día de IT;2013T2;12,34
L Actividades inmobiliarias;Percepciones por día de IT;2013T1;12,74
L Actividades inmobiliarias;Percepciones por día de IT;2012T4;31,52
L Actividades inmobiliarias;Percepciones por día de IT;2012T3;8,88
L Actividades inmobiliarias;Percepciones por día de IT;2012T2;19,76
L Actividades inmobiliarias;Percepciones por día de IT;2012T1;15,25
L Actividades inmobiliarias;Percepciones por día de IT;2011T4;18,71
L Actividades inmobiliarias;Percepciones por día de IT;2011T3;15,25
L Actividades inmobiliarias;Percepciones por día de IT;2011T2;21,47
L Actividades inmobiliarias;Percepciones por día de IT;2011T1;14,67
L Actividades inmobiliarias;Percepciones por día de IT;2010T4;13,6
L Actividades inmobiliarias;Percepciones por día de IT;2010T3;11,9
L Actividades inmobiliarias;Percepciones por día de IT;2010T2;12,23
L Actividades inmobiliarias;Percepciones por día de IT;2010T1;16,6
L Actividades inmobiliarias;Percepciones por día de IT;2009T4;11,92
L Actividades inmobiliarias;Percepciones por día de IT;2009T3;9,86
L Actividades inmobiliarias;Percepciones por día de IT;2009T2;17,17
L Actividades inmobiliarias;Percepciones por día de IT;2009T1;13,68
L Actividades inmobiliarias;Percepciones por día de IT;2008T4;11,11
L Actividades inmobiliarias;Percepciones por día de IT;2008T3;17,3
L Actividades inmobiliarias;Percepciones por día de IT;2008T2;11,81
L Actividades inmobiliarias;Percepciones por día de IT;2008T1;11,81
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2024T4;13.900,71
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2024T3;20.568,59
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2024T2;10.771,97
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2024T1;14.908,83
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2023T4;4.723,17
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2023T3;6.044,64
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2023T2;7.724,06
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2023T1;11.049,96
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2022T4;8.564,11
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2022T3;16.723,87
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2022T2;47.985,71
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2022T1;27.563,6
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2021T4;7.446,44
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2021T3;6.753,74
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2021T2;3.576,28
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2021T1;9.190,32
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2020T4;10.037,22
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2020T3;6.079,72
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2020T2;10.113,63
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2020T1;1.881,06
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2019T4;16.853,67
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2019T3;7.368,27
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2019T2;6.562,9
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2019T1;11.257,7
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2018T4;35.683,75
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2018T3;4.141,42
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2018T2;13.112,28
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2018T1;15.144,54
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2017T4;10.920,06
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2017T3;4.606,11
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2017T2;3.902,35
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2017T1;12.174,74
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2016T4;8.317,33
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2016T3;8.900,54
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2016T2;8.374,59
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2016T1;12.809,18
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2015T4;1.573,65
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2015T3;24.985,38
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2015T2;28.001,09
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2015T1;11.199,28
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2014T4;4.598,51
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2014T3;1.568,24
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2014T2;4.752,46
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2014T1;6.880,03
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2013T4;5.292,83
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2013T3;3.054,45
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2013T2;13.500,94
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2013T1;13.484,26
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2012T4;17.235,02
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2012T3;2.601,46
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2012T2;3.117,02
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2012T1;5.229,91
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2011T4;13.005,97
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2011T3;7.677,35
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2011T2;6.058,57
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2011T1;10.217,7
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2010T4;12.976,72
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2010T3;7.250,81
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2010T2;26.317,51
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2010T1;12.391,68
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2009T4;13.859,06
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2009T3;3.874,65
L Actividades inmobiliarias;Coste indemnización por trabajador despedido;2009T2;8.305,81
