Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T3;5,65
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T2;5,01
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2016T1;5,36
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T4;5,43
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T3;5,74
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T2;5,32
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2015T1;5,23
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T4;5,4
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T3;5,77
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T2;5,33
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2014T1;5,39
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T4;5,43
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T3;5,8
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T2;5,14
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T1;5,45
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T4;5,44
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T3;5,81
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T2;5,33
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T1;5,27
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T4;5,43
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T3;5,64
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T2;5,16
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T1;5,26
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T4;5,34
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T3;5,53
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T2;5,15
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T1;5,24
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T4;5,44
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T3;5,68
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T2;5,31
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T1;5,36
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T4;5,07
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T3;5,43
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T2;4,83
De 50 a 199;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T1;4,85
De 50 a 199;Industria;Coste laboral total por hora;2024T4;28
De 50 a 199;Industria;Coste laboral total por hora;2024T3;27,98
De 50 a 199;Industria;Coste laboral total por hora;2024T2;25,13
De 50 a 199;Industria;Coste laboral total por hora;2024T1;24,9
De 50 a 199;Industria;Coste laboral total por hora;2023T4;27,39
De 50 a 199;Industria;Coste laboral total por hora;2023T3;26,41
De 50 a 199;Industria;Coste laboral total por hora;2023T2;25,1
De 50 a 199;Industria;Coste laboral total por hora;2023T1;22,75
De 50 a 199;Industria;Coste laboral total por hora;2022T4;25,28
De 50 a 199;Industria;Coste laboral total por hora;2022T3;25,07
De 50 a 199;Industria;Coste laboral total por hora;2022T2;23,32
De 50 a 199;Industria;Coste laboral total por hora;2022T1;21,75
De 50 a 199;Industria;Coste laboral total por hora;2021T4;25,21
De 50 a 199;Industria;Coste laboral total por hora;2021T3;24,48
De 50 a 199;Industria;Coste laboral total por hora;2021T2;22,98
De 50 a 199;Industria;Coste laboral total por hora;2021T1;21,86
De 50 a 199;Industria;Coste laboral total por hora;2020T4;24,76
De 50 a 199;Industria;Coste laboral total por hora;2020T3;24,72
De 50 a 199;Industria;Coste laboral total por hora;2020T2;24,27
De 50 a 199;Industria;Coste laboral total por hora;2020T1;21,89
De 50 a 199;Industria;Coste laboral total por hora;2019T4;24,48
De 50 a 199;Industria;Coste laboral total por hora;2019T3;24,23
De 50 a 199;Industria;Coste laboral total por hora;2019T2;22,62
De 50 a 199;Industria;Coste laboral total por hora;2019T1;20,91
De 50 a 199;Industria;Coste laboral total por hora;2018T4;24,31
De 50 a 199;Industria;Coste laboral total por hora;2018T3;23,72
De 50 a 199;Industria;Coste laboral total por hora;2018T2;21,36
De 50 a 199;Industria;Coste laboral total por hora;2018T1;21,04
De 50 a 199;Industria;Coste laboral total por hora;2017T4;25,13
De 50 a 199;Industria;Coste laboral total por hora;2017T3;23,83
De 50 a 199;Industria;Coste laboral total por hora;2017T2;22,26
De 50 a 199;Industria;Coste laboral total por hora;2017T1;21,06
De 50 a 199;Industria;Coste laboral total por hora;2016T4;25,12
De 50 a 199;Industria;Coste laboral total por hora;2016T3;23,88
De 50 a 199;Industria;Coste laboral total por hora;2016T2;21,52
De 50 a 199;Industria;Coste laboral total por hora;2016T1;21,9
De 50 a 199;Industria;Coste laboral total por hora;2015T4;24,54
De 50 a 199;Industria;Coste laboral total por hora;2015T3;24,31
De 50 a 199;Industria;Coste laboral total por hora;2015T2;22,6
De 50 a 199;Industria;Coste laboral total por hora;2015T1;21
