Actividad económica CNAE-09;Periodo;Total
45 Venta y reparación de vehículos de motor y motocicletas;2018T1;17,13
45 Venta y reparación de vehículos de motor y motocicletas;2017T4;19,8
45 Venta y reparación de vehículos de motor y motocicletas;2017T3;17,71
45 Venta y reparación de vehículos de motor y motocicletas;2017T2;17,07
45 Venta y reparación de vehículos de motor y motocicletas;2017T1;16,92
45 Venta y reparación de vehículos de motor y motocicletas;2016T4;16,61
45 Venta y reparación de vehículos de motor y motocicletas;2016T3;17,11
45 Venta y reparación de vehículos de motor y motocicletas;2016T2;17,61
45 Venta y reparación de vehículos de motor y motocicletas;2016T1;18,4
45 Venta y reparación de vehículos de motor y motocicletas;2015T4;19,19
45 Venta y reparación de vehículos de motor y motocicletas;2015T3;14,6
45 Venta y reparación de vehículos de motor y motocicletas;2015T2;13,26
45 Venta y reparación de vehículos de motor y motocicletas;2015T1;19,49
45 Venta y reparación de vehículos de motor y motocicletas;2014T4;20,74
45 Venta y reparación de vehículos de motor y motocicletas;2014T3;19,3
45 Venta y reparación de vehículos de motor y motocicletas;2014T2;17,47
45 Venta y reparación de vehículos de motor y motocicletas;2014T1;22,27
45 Venta y reparación de vehículos de motor y motocicletas;2013T4;18,74
45 Venta y reparación de vehículos de motor y motocicletas;2013T3;20,17
45 Venta y reparación de vehículos de motor y motocicletas;2013T2;20,28
45 Venta y reparación de vehículos de motor y motocicletas;2013T1;22,44
45 Venta y reparación de vehículos de motor y motocicletas;2012T4;21,79
45 Venta y reparación de vehículos de motor y motocicletas;2012T3;20,86
45 Venta y reparación de vehículos de motor y motocicletas;2012T2;20,47
45 Venta y reparación de vehículos de motor y motocicletas;2012T1;20,11
45 Venta y reparación de vehículos de motor y motocicletas;2011T4;20,18
45 Venta y reparación de vehículos de motor y motocicletas;2011T3;20,57
45 Venta y reparación de vehículos de motor y motocicletas;2011T2;17,59
45 Venta y reparación de vehículos de motor y motocicletas;2011T1;17,9
45 Venta y reparación de vehículos de motor y motocicletas;2010T4;16,56
45 Venta y reparación de vehículos de motor y motocicletas;2010T3;17,44
45 Venta y reparación de vehículos de motor y motocicletas;2010T2;17,01
45 Venta y reparación de vehículos de motor y motocicletas;2010T1;16,73
45 Venta y reparación de vehículos de motor y motocicletas;2009T4;18,68
45 Venta y reparación de vehículos de motor y motocicletas;2009T3;17,89
45 Venta y reparación de vehículos de motor y motocicletas;2009T2;17,98
45 Venta y reparación de vehículos de motor y motocicletas;2009T1;17,65
45 Venta y reparación de vehículos de motor y motocicletas;2008T4;19,57
45 Venta y reparación de vehículos de motor y motocicletas;2008T3;20,34
45 Venta y reparación de vehículos de motor y motocicletas;2008T2;18,94
45 Venta y reparación de vehículos de motor y motocicletas;2008T1;17,6
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2024T4;19,15
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2024T3;19,94
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2024T2;19,08
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2024T1;17,15
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2023T4;17,75
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2023T3;20,07
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2023T2;19,73
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2023T1;17,3
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2022T4;18,56
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2022T3;17,02
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2022T2;16,83
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2022T1;17,48
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2021T4;14,81
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2021T3;14,21
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2021T2;14,25
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2021T1;13,6
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2020T4;14,18
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2020T3;18
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2020T2;17,46
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2020T1;17,04
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2019T4;14,28
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2019T3;14,89
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2019T2;13,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2019T1;20,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2018T4;14,88
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2018T3;21,27
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2018T2;15,92
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2018T1;16,29
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2017T4;21,11
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2017T3;18,81
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2017T2;20,94
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2017T1;20,23
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2016T4;14,77
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2016T3;13,91
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2016T2;14,81
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2016T1;15,84
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2015T4;14,52
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2015T3;17,09
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2015T2;14,68
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2015T1;16,4
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2014T4;16,96
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2014T3;21,28
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2014T2;15,97
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2014T1;24,51
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2013T4;21,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2013T3;19,7
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2013T2;21,73
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2013T1;29,81
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2012T4;20,56
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2012T3;24,67
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2012T2;22,18
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2012T1;18,33
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2011T4;18,67
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2011T3;19,53
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2011T2;18,44
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2011T1;18,08
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2010T4;20,27
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2010T3;19,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2010T2;20,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2010T1;20,54
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2009T4;17,23
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2009T3;18,22
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2009T2;19,9
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2009T1;19,26
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2008T4;18,39
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2008T3;19
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2008T2;16,77
46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;2008T1;16,83
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2024T4;13,91
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2024T3;13,07
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2024T2;12,94
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2024T1;13,73
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2023T4;13,26
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2023T3;12,05
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2023T2;12,85
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2023T1;12,36
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2022T4;11,55
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2022T3;11,16
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2022T2;10,94
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2022T1;11,23
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2021T4;11,13
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2021T3;10,27
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2021T2;11,4
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2021T1;12,18
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2020T4;11,57
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2020T3;10,37
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2020T2;13,18
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2020T1;12,36
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2019T4;11,46
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2019T3;11,95
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2019T2;11,76
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2019T1;13,87
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2018T4;11,38
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2018T3;10,7
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2018T2;11,61
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2018T1;11,84
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2017T4;11,65
47 Comercio al por menor, excepto de vehículos de motor y motocicletas;2017T3;11,02
