Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2019T1;6,57
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2018T4;12,57
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2018T3;11,97
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2018T2;14,18
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2018T1;7,13
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2017T4;12,27
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2017T3;9,17
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2017T2;10,44
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2017T1;8,37
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2016T4;17,96
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2016T3;11,66
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2016T2;18,04
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2016T1;10,97
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2015T4;27,34
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2015T3;10,35
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2015T2;10,61
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2015T1;13,27
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2014T4;15,12
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2014T3;11,47
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2014T2;11,51
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2014T1;8,7
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2013T4;11,67
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2013T3;9,17
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2013T2;7,69
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2013T1;7,51
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2012T4;24,1
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2012T3;13,7
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2012T2;17,82
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2012T1;17,63
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2011T4;16,64
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2011T3;16,01
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2011T2;17,02
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2011T1;17,96
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2010T4;25,25
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2010T3;20,1
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2010T2;16,85
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2010T1;16,93
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2009T4;22,76
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2009T3;15,72
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2009T2;16,9
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2009T1;14,57
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2008T4;22,36
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2008T3;16,26
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2008T2;16,92
06 Cantabria;Construcción;Subvenciones y bonificaciones de la S.Social;2008T1;15,51
06 Cantabria;Servicios;Coste laboral total;2024T4;2.860,71
06 Cantabria;Servicios;Coste laboral total;2024T3;2.625,43
06 Cantabria;Servicios;Coste laboral total;2024T2;2.734,46
06 Cantabria;Servicios;Coste laboral total;2024T1;2.553,2
06 Cantabria;Servicios;Coste laboral total;2023T4;2.820,21
06 Cantabria;Servicios;Coste laboral total;2023T3;2.537,05
06 Cantabria;Servicios;Coste laboral total;2023T2;2.658,24
06 Cantabria;Servicios;Coste laboral total;2023T1;2.458,99
06 Cantabria;Servicios;Coste laboral total;2022T4;2.703,87
06 Cantabria;Servicios;Coste laboral total;2022T3;2.410,52
06 Cantabria;Servicios;Coste laboral total;2022T2;2.569,23
06 Cantabria;Servicios;Coste laboral total;2022T1;2.400,23
06 Cantabria;Servicios;Coste laboral total;2021T4;2.506,39
06 Cantabria;Servicios;Coste laboral total;2021T3;2.286,66
06 Cantabria;Servicios;Coste laboral total;2021T2;2.481,24
06 Cantabria;Servicios;Coste laboral total;2021T1;2.380,14
06 Cantabria;Servicios;Coste laboral total;2020T4;2.614,38
06 Cantabria;Servicios;Coste laboral total;2020T3;2.264,47
06 Cantabria;Servicios;Coste laboral total;2020T2;2.271,43
06 Cantabria;Servicios;Coste laboral total;2020T1;2.293,95
06 Cantabria;Servicios;Coste laboral total;2019T4;2.538,12
06 Cantabria;Servicios;Coste laboral total;2019T3;2.305,43
06 Cantabria;Servicios;Coste laboral total;2019T2;2.505,16
06 Cantabria;Servicios;Coste laboral total;2019T1;2.237,13
06 Cantabria;Servicios;Coste laboral total;2018T4;2.483,39
06 Cantabria;Servicios;Coste laboral total;2018T3;2.271,59
06 Cantabria;Servicios;Coste laboral total;2018T2;2.392,93
06 Cantabria;Servicios;Coste laboral total;2018T1;2.216,19
06 Cantabria;Servicios;Coste laboral total;2017T4;2.408,27
06 Cantabria;Servicios;Coste laboral total;2017T3;2.267,9
06 Cantabria;Servicios;Coste laboral total;2017T2;2.279
06 Cantabria;Servicios;Coste laboral total;2017T1;2.199,43
06 Cantabria;Servicios;Coste laboral total;2016T4;2.407,38
06 Cantabria;Servicios;Coste laboral total;2016T3;2.196,57
06 Cantabria;Servicios;Coste laboral total;2016T2;2.330,78
06 Cantabria;Servicios;Coste laboral total;2016T1;2.183,23
06 Cantabria;Servicios;Coste laboral total;2015T4;2.335,39
06 Cantabria;Servicios;Coste laboral total;2015T3;2.120,3
06 Cantabria;Servicios;Coste laboral total;2015T2;2.150,13
06 Cantabria;Servicios;Coste laboral total;2015T1;2.025,05
06 Cantabria;Servicios;Coste laboral total;2014T4;2.290,14
06 Cantabria;Servicios;Coste laboral total;2014T3;2.093,59
06 Cantabria;Servicios;Coste laboral total;2014T2;2.194,57
06 Cantabria;Servicios;Coste laboral total;2014T1;2.029,48
06 Cantabria;Servicios;Coste laboral total;2013T4;2.213,38
06 Cantabria;Servicios;Coste laboral total;2013T3;2.063,95
06 Cantabria;Servicios;Coste laboral total;2013T2;2.104,56
06 Cantabria;Servicios;Coste laboral total;2013T1;2.017,13
06 Cantabria;Servicios;Coste laboral total;2012T4;2.140,69
06 Cantabria;Servicios;Coste laboral total;2012T3;2.088,74
06 Cantabria;Servicios;Coste laboral total;2012T2;2.162,26
06 Cantabria;Servicios;Coste laboral total;2012T1;2.106,36
06 Cantabria;Servicios;Coste laboral total;2011T4;2.356,02
06 Cantabria;Servicios;Coste laboral total;2011T3;2.153,26
06 Cantabria;Servicios;Coste laboral total;2011T2;2.219,8
06 Cantabria;Servicios;Coste laboral total;2011T1;2.127,02
06 Cantabria;Servicios;Coste laboral total;2010T4;2.371,54
06 Cantabria;Servicios;Coste laboral total;2010T3;2.098,61
06 Cantabria;Servicios;Coste laboral total;2010T2;2.266,81
06 Cantabria;Servicios;Coste laboral total;2010T1;2.130,51
06 Cantabria;Servicios;Coste laboral total;2009T4;2.321,6
06 Cantabria;Servicios;Coste laboral total;2009T3;2.127,41
06 Cantabria;Servicios;Coste laboral total;2009T2;2.235,71
06 Cantabria;Servicios;Coste laboral total;2009T1;2.089,35
06 Cantabria;Servicios;Coste laboral total;2008T4;2.264,53
06 Cantabria;Servicios;Coste laboral total;2008T3;2.087,31
06 Cantabria;Servicios;Coste laboral total;2008T2;2.185,49
06 Cantabria;Servicios;Coste laboral total;2008T1;2.048,61
06 Cantabria;Servicios;Coste salarial total;2024T4;2.150,85
06 Cantabria;Servicios;Coste salarial total;2024T3;1.921,44
06 Cantabria;Servicios;Coste salarial total;2024T2;2.040,17
06 Cantabria;Servicios;Coste salarial total;2024T1;1.846,42
06 Cantabria;Servicios;Coste salarial total;2023T4;2.119,18
06 Cantabria;Servicios;Coste salarial total;2023T3;1.858,38
06 Cantabria;Servicios;Coste salarial total;2023T2;2.000,62
06 Cantabria;Servicios;Coste salarial total;2023T1;1.782,37
06 Cantabria;Servicios;Coste salarial total;2022T4;2.045,88
06 Cantabria;Servicios;Coste salarial total;2022T3;1.781,12
06 Cantabria;Servicios;Coste salarial total;2022T2;1.950,41
06 Cantabria;Servicios;Coste salarial total;2022T1;1.718,03
06 Cantabria;Servicios;Coste salarial total;2021T4;1.899,08
06 Cantabria;Servicios;Coste salarial total;2021T3;1.681,18
06 Cantabria;Servicios;Coste salarial total;2021T2;1.864,52
06 Cantabria;Servicios;Coste salarial total;2021T1;1.673,48
06 Cantabria;Servicios;Coste salarial total;2020T4;1.978,56
06 Cantabria;Servicios;Coste salarial total;2020T3;1.674,9
06 Cantabria;Servicios;Coste salarial total;2020T2;1.679,29
06 Cantabria;Servicios;Coste salarial total;2020T1;1.651,59
06 Cantabria;Servicios;Coste salarial total;2019T4;1.931,51
06 Cantabria;Servicios;Coste salarial total;2019T3;1.702,62
06 Cantabria;Servicios;Coste salarial total;2019T2;1.893,63
06 Cantabria;Servicios;Coste salarial total;2019T1;1.632,31
06 Cantabria;Servicios;Coste salarial total;2018T4;1.896,62
06 Cantabria;Servicios;Coste salarial total;2018T3;1.683
06 Cantabria;Servicios;Coste salarial total;2018T2;1.795,1
06 Cantabria;Servicios;Coste salarial total;2018T1;1.608,75
06 Cantabria;Servicios;Coste salarial total;2017T4;1.830,03
06 Cantabria;Servicios;Coste salarial total;2017T3;1.641,9
06 Cantabria;Servicios;Coste salarial total;2017T2;1.726,51
06 Cantabria;Servicios;Coste salarial total;2017T1;1.608,68
06 Cantabria;Servicios;Coste salarial total;2016T4;1.830,12
06 Cantabria;Servicios;Coste salarial total;2016T3;1.635,58
06 Cantabria;Servicios;Coste salarial total;2016T2;1.768,64
06 Cantabria;Servicios;Coste salarial total;2016T1;1.619,55
06 Cantabria;Servicios;Coste salarial total;2015T4;1.784,02
06 Cantabria;Servicios;Coste salarial total;2015T3;1.562,72
06 Cantabria;Servicios;Coste salarial total;2015T2;1.614,87
06 Cantabria;Servicios;Coste salarial total;2015T1;1.489,17
06 Cantabria;Servicios;Coste salarial total;2014T4;1.742,87
06 Cantabria;Servicios;Coste salarial total;2014T3;1.549,85
06 Cantabria;Servicios;Coste salarial total;2014T2;1.644,44
06 Cantabria;Servicios;Coste salarial total;2014T1;1.495,28
06 Cantabria;Servicios;Coste salarial total;2013T4;1.674,96
06 Cantabria;Servicios;Coste salarial total;2013T3;1.520,06
06 Cantabria;Servicios;Coste salarial total;2013T2;1.575,7
06 Cantabria;Servicios;Coste salarial total;2013T1;1.474,33
06 Cantabria;Servicios;Coste salarial total;2012T4;1.600,85
06 Cantabria;Servicios;Coste salarial total;2012T3;1.553,2
06 Cantabria;Servicios;Coste salarial total;2012T2;1.627,79
06 Cantabria;Servicios;Coste salarial total;2012T1;1.508,17
06 Cantabria;Servicios;Coste salarial total;2011T4;1.791,34
06 Cantabria;Servicios;Coste salarial total;2011T3;1.553,66
06 Cantabria;Servicios;Coste salarial total;2011T2;1.663,03
06 Cantabria;Servicios;Coste salarial total;2011T1;1.558,82
06 Cantabria;Servicios;Coste salarial total;2010T4;1.778,41
06 Cantabria;Servicios;Coste salarial total;2010T3;1.542,11
06 Cantabria;Servicios;Coste salarial total;2010T2;1.696,33
06 Cantabria;Servicios;Coste salarial total;2010T1;1.540,88
06 Cantabria;Servicios;Coste salarial total;2009T4;1.769,34
06 Cantabria;Servicios;Coste salarial total;2009T3;1.558,5
06 Cantabria;Servicios;Coste salarial total;2009T2;1.678,21
06 Cantabria;Servicios;Coste salarial total;2009T1;1.525,59
06 Cantabria;Servicios;Coste salarial total;2008T4;1.701,08
06 Cantabria;Servicios;Coste salarial total;2008T3;1.538,62
06 Cantabria;Servicios;Coste salarial total;2008T2;1.613,52
06 Cantabria;Servicios;Coste salarial total;2008T1;1.493,04
06 Cantabria;Servicios;Coste salarial ordinario;2024T4;1.719,03
06 Cantabria;Servicios;Coste salarial ordinario;2024T3;1.718,31
06 Cantabria;Servicios;Coste salarial ordinario;2024T2;1.694,98
06 Cantabria;Servicios;Coste salarial ordinario;2024T1;1.718,7
06 Cantabria;Servicios;Coste salarial ordinario;2023T4;1.716,99
06 Cantabria;Servicios;Coste salarial ordinario;2023T3;1.690,34
06 Cantabria;Servicios;Coste salarial ordinario;2023T2;1.662,66
06 Cantabria;Servicios;Coste salarial ordinario;2023T1;1.669,09
06 Cantabria;Servicios;Coste salarial ordinario;2022T4;1.661,68
06 Cantabria;Servicios;Coste salarial ordinario;2022T3;1.643,06
06 Cantabria;Servicios;Coste salarial ordinario;2022T2;1.620,13
06 Cantabria;Servicios;Coste salarial ordinario;2022T1;1.614,1
06 Cantabria;Servicios;Coste salarial ordinario;2021T4;1.565,26
06 Cantabria;Servicios;Coste salarial ordinario;2021T3;1.566,81
06 Cantabria;Servicios;Coste salarial ordinario;2021T2;1.569,2
06 Cantabria;Servicios;Coste salarial ordinario;2021T1;1.571,12
06 Cantabria;Servicios;Coste salarial ordinario;2020T4;1.587,15
06 Cantabria;Servicios;Coste salarial ordinario;2020T3;1.567,75
06 Cantabria;Servicios;Coste salarial ordinario;2020T2;1.385,63
06 Cantabria;Servicios;Coste salarial ordinario;2020T1;1.553,39
06 Cantabria;Servicios;Coste salarial ordinario;2019T4;1.596,89
06 Cantabria;Servicios;Coste salarial ordinario;2019T3;1.585,9
06 Cantabria;Servicios;Coste salarial ordinario;2019T2;1.564,54
06 Cantabria;Servicios;Coste salarial ordinario;2019T1;1.545,41
06 Cantabria;Servicios;Coste salarial ordinario;2018T4;1.569,01
06 Cantabria;Servicios;Coste salarial ordinario;2018T3;1.562,55
06 Cantabria;Servicios;Coste salarial ordinario;2018T2;1.538,82
06 Cantabria;Servicios;Coste salarial ordinario;2018T1;1.515,76
06 Cantabria;Servicios;Coste salarial ordinario;2017T4;1.523,64
06 Cantabria;Servicios;Coste salarial ordinario;2017T3;1.517,44
06 Cantabria;Servicios;Coste salarial ordinario;2017T2;1.498,67
06 Cantabria;Servicios;Coste salarial ordinario;2017T1;1.508,19
06 Cantabria;Servicios;Coste salarial ordinario;2016T4;1.521,56
06 Cantabria;Servicios;Coste salarial ordinario;2016T3;1.510,1
06 Cantabria;Servicios;Coste salarial ordinario;2016T2;1.506,09
06 Cantabria;Servicios;Coste salarial ordinario;2016T1;1.510,87
06 Cantabria;Servicios;Coste salarial ordinario;2015T4;1.458,14
06 Cantabria;Servicios;Coste salarial ordinario;2015T3;1.435,52
06 Cantabria;Servicios;Coste salarial ordinario;2015T2;1.400,68
06 Cantabria;Servicios;Coste salarial ordinario;2015T1;1.396,72
06 Cantabria;Servicios;Coste salarial ordinario;2014T4;1.415,55
06 Cantabria;Servicios;Coste salarial ordinario;2014T3;1.410,23
06 Cantabria;Servicios;Coste salarial ordinario;2014T2;1.409,85
06 Cantabria;Servicios;Coste salarial ordinario;2014T1;1.399,25
06 Cantabria;Servicios;Coste salarial ordinario;2013T4;1.372,4
06 Cantabria;Servicios;Coste salarial ordinario;2013T3;1.385,62
06 Cantabria;Servicios;Coste salarial ordinario;2013T2;1.376,68
06 Cantabria;Servicios;Coste salarial ordinario;2013T1;1.385,44
06 Cantabria;Servicios;Coste salarial ordinario;2012T4;1.406,2
06 Cantabria;Servicios;Coste salarial ordinario;2012T3;1.412,3
06 Cantabria;Servicios;Coste salarial ordinario;2012T2;1.393,75
06 Cantabria;Servicios;Coste salarial ordinario;2012T1;1.414,91
06 Cantabria;Servicios;Coste salarial ordinario;2011T4;1.415,83
06 Cantabria;Servicios;Coste salarial ordinario;2011T3;1.418,66
06 Cantabria;Servicios;Coste salarial ordinario;2011T2;1.417,3
06 Cantabria;Servicios;Coste salarial ordinario;2011T1;1.424,96
06 Cantabria;Servicios;Coste salarial ordinario;2010T4;1.406,36
06 Cantabria;Servicios;Coste salarial ordinario;2010T3;1.405,53
06 Cantabria;Servicios;Coste salarial ordinario;2010T2;1.423,92
06 Cantabria;Servicios;Coste salarial ordinario;2010T1;1.427,36
06 Cantabria;Servicios;Coste salarial ordinario;2009T4;1.409,4
06 Cantabria;Servicios;Coste salarial ordinario;2009T3;1.416,46
06 Cantabria;Servicios;Coste salarial ordinario;2009T2;1.422,33
06 Cantabria;Servicios;Coste salarial ordinario;2009T1;1.410,8
06 Cantabria;Servicios;Coste salarial ordinario;2008T4;1.402,26
06 Cantabria;Servicios;Coste salarial ordinario;2008T3;1.387,41
06 Cantabria;Servicios;Coste salarial ordinario;2008T2;1.381,5
06 Cantabria;Servicios;Coste salarial ordinario;2008T1;1.367,93
06 Cantabria;Servicios;Otros costes;2024T4;709,86
06 Cantabria;Servicios;Otros costes;2024T3;703,99
06 Cantabria;Servicios;Otros costes;2024T2;694,29
06 Cantabria;Servicios;Otros costes;2024T1;706,78
06 Cantabria;Servicios;Otros costes;2023T4;701,03
06 Cantabria;Servicios;Otros costes;2023T3;678,67
06 Cantabria;Servicios;Otros costes;2023T2;657,62
06 Cantabria;Servicios;Otros costes;2023T1;676,62
06 Cantabria;Servicios;Otros costes;2022T4;657,99
06 Cantabria;Servicios;Otros costes;2022T3;629,4
06 Cantabria;Servicios;Otros costes;2022T2;618,82
06 Cantabria;Servicios;Otros costes;2022T1;682,2
06 Cantabria;Servicios;Otros costes;2021T4;607,31
06 Cantabria;Servicios;Otros costes;2021T3;605,48
